trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_393,intermediate_case2,intermediate_case2/3_12_393.txt,3,A,"[[4, 4], [7, 3], [6, 4]]","[75, 54, 77]","[[3, 3], [7, 5], [6, 6]]","[50, 102, 125]","[[6, 5], [6, 5], [6, 5]]","[101, 101, 101]","[[5, 3], [7, 4], [6, 4]]","[52, 78, 77]"
3_12_394,intermediate_case2,intermediate_case2/3_12_394.txt,3,B,"[[6, 6], [9, 4], [8, 11]]","[125, 80, 247]","[[4, 2], [10, 3], [7, 3]]","[27, 57, 54]","[[5, 4], [8, 5], [7, 6]]","[76, 103, 126]","[[5, 3], [9, 3], [7, 3]]","[52, 56, 54]"
3_12_395,intermediate_case2,intermediate_case2/3_12_395.txt,3,C,"[[12, 9], [6, 6], [7, 4]]","[203, 125, 78]","[[8, 11], [8, 5], [8, 8]]","[247, 103, 175]","[[11, 11], [7, 5], [9, 8]]","[250, 102, 176]","[[10, 12], [7, 4], [9, 9]]","[273, 78, 200]"
3_12_396,intermediate_case2,intermediate_case2/3_12_396.txt,3,A,"[[1, 7], [2, 10], [2, 9]]","[144, 217, 193]","[[3, 6], [1, 11], [6, 6]]","[122, 240, 125]","[[3, 8], [2, 10], [3, 9]]","[170, 217, 194]","[[1, 8], [1, 9], [1, 9]]","[168, 192, 192]"
3_12_397,intermediate_case2,intermediate_case2/3_12_397.txt,3,D,"[[6, 6], [7, 1], [7, 10]]","[125, 6, 222]","[[4, 6], [6, 2], [5, 5]]","[123, 29, 100]","[[5, 5], [4, 1], [5, 3]]","[100, 3, 52]","[[6, 4], [5, 1], [6, 2]]","[77, 4, 29]"
3_12_398,intermediate_case2,intermediate_case2/3_12_398.txt,3,C,"[[12, 1], [6, 6], [2, 3]]","[11, 125, 49]","[[12, 4], [6, 8], [7, 6]]","[83, 173, 126]","[[11, 3], [6, 8], [9, 6]]","[58, 173, 128]","[[11, 2], [5, 9], [8, 6]]","[34, 196, 127]"
3_12_399,intermediate_case2,intermediate_case2/3_12_399.txt,3,B,"[[11, 6], [12, 10], [6, 6]]","[130, 227, 125]","[[12, 5], [11, 10], [12, 8]]","[107, 226, 179]","[[11, 7], [11, 9], [11, 8]]","[154, 202, 178]","[[12, 6], [11, 11], [12, 9]]","[131, 250, 203]"
3_12_4,intermediate_case2,intermediate_case2/3_12_4.txt,3,A,"[[6, 11], [12, 5], [9, 8]]","[245, 107, 176]","[[6, 6], [10, 6], [9, 8]]","[125, 129, 176]","[[6, 8], [11, 6], [9, 7]]","[173, 130, 152]","[[5, 12], [12, 4], [9, 8]]","[268, 83, 176]"
3_12_40,intermediate_case2,intermediate_case2/3_12_40.txt,3,A,"[[7, 4], [3, 11], [5, 8]]","[78, 242, 172]","[[6, 6], [3, 12], [6, 7]]","[125, 266, 149]","[[7, 5], [2, 12], [5, 9]]","[102, 265, 196]","[[6, 5], [4, 11], [5, 8]]","[101, 243, 172]"
3_12_400,intermediate_case2,intermediate_case2/3_12_400.txt,3,B,"[[6, 6], [1, 2], [5, 3]]","[125, 24, 52]","[[6, 8], [1, 3], [3, 6]]","[173, 48, 122]","[[7, 8], [1, 3], [4, 6]]","[174, 48, 123]","[[6, 7], [1, 2], [3, 5]]","[149, 24, 98]"
3_12_403,intermediate_case2,intermediate_case2/3_12_403.txt,3,A,"[[6, 5], [3, 1], [5, 3]]","[101, 2, 52]","[[6, 6], [5, 4], [5, 5]]","[125, 76, 100]","[[5, 7], [1, 6], [3, 7]]","[148, 120, 146]","[[5, 6], [3, 2], [4, 4]]","[124, 26, 75]"
3_12_404,intermediate_case2,intermediate_case2/3_12_404.txt,3,B,"[[2, 12], [6, 6], [10, 5]]","[265, 125, 105]","[[2, 8], [4, 6], [3, 7]]","[169, 123, 146]","[[2, 10], [7, 8], [5, 9]]","[217, 174, 196]","[[2, 9], [5, 7], [4, 8]]","[193, 148, 171]"
3_12_406,intermediate_case2,intermediate_case2/3_12_406.txt,3,A,"[[5, 7], [2, 12], [4, 10]]","[148, 265, 219]","[[6, 6], [1, 11], [5, 3]]","[125, 240, 52]","[[5, 5], [3, 11], [4, 8]]","[100, 242, 171]","[[6, 7], [3, 12], [5, 10]]","[149, 266, 220]"
3_12_407,intermediate_case2,intermediate_case2/3_12_407.txt,3,D,"[[3, 1], [6, 6], [3, 4]]","[2, 125, 74]","[[3, 2], [8, 6], [6, 4]]","[26, 127, 77]","[[2, 3], [8, 6], [5, 5]]","[49, 127, 100]","[[2, 2], [9, 5], [6, 4]]","[25, 104, 77]"
3_12_408,intermediate_case2,intermediate_case2/3_12_408.txt,3,B,"[[11, 9], [8, 9], [6, 6]]","[202, 199, 125]","[[11, 10], [8, 4], [10, 7]]","[226, 79, 153]","[[11, 7], [9, 6], [10, 7]]","[154, 128, 153]","[[10, 9], [9, 4], [10, 7]]","[201, 80, 153]"
3_12_41,intermediate_case2,intermediate_case2/3_12_41.txt,3,A,"[[8, 7], [3, 7], [6, 7]]","[151, 146, 149]","[[11, 9], [6, 6], [10, 1]]","[202, 125, 9]","[[8, 8], [6, 5], [7, 6]]","[175, 101, 126]","[[9, 6], [2, 6], [6, 6]]","[128, 121, 125]"
3_12_410,intermediate_case2,intermediate_case2/3_12_410.txt,3,B,"[[6, 2], [6, 6], [6, 5]]","[29, 125, 101]","[[3, 2], [10, 8], [7, 5]]","[26, 177, 102]","[[4, 2], [8, 5], [6, 4]]","[27, 103, 77]","[[4, 2], [9, 7], [7, 5]]","[27, 152, 102]"
3_12_411,intermediate_case2,intermediate_case2/3_12_411.txt,3,C,"[[7, 8], [3, 5], [6, 6]]","[174, 98, 125]","[[9, 8], [4, 5], [7, 7]]","[176, 99, 150]","[[8, 9], [5, 6], [7, 8]]","[199, 124, 174]","[[7, 9], [6, 5], [7, 7]]","[198, 101, 150]"
3_12_412,intermediate_case2,intermediate_case2/3_12_412.txt,3,D,"[[6, 6], [12, 11], [2, 10]]","[125, 251, 217]","[[5, 6], [12, 9], [7, 8]]","[124, 203, 174]","[[2, 7], [12, 9], [8, 8]]","[145, 203, 175]","[[2, 6], [11, 10], [7, 8]]","[121, 226, 174]"
3_12_413,intermediate_case2,intermediate_case2/3_12_413.txt,3,D,"[[7, 5], [6, 6], [1, 10]]","[102, 125, 216]","[[7, 4], [5, 5], [6, 5]]","[78, 100, 101]","[[5, 1], [5, 3], [5, 2]]","[4, 52, 28]","[[5, 2], [4, 3], [5, 3]]","[28, 51, 52]"
3_12_415,intermediate_case2,intermediate_case2/3_12_415.txt,3,A,"[[3, 9], [2, 11], [3, 10]]","[194, 241, 218]","[[6, 6], [6, 8], [4, 8]]","[125, 173, 171]","[[4, 9], [7, 11], [6, 10]]","[195, 246, 221]","[[4, 10], [3, 10], [4, 10]]","[219, 218, 219]"
3_12_417,intermediate_case2,intermediate_case2/3_12_417.txt,3,C,"[[4, 12], [7, 1], [6, 6]]","[267, 6, 125]","[[5, 12], [6, 1], [6, 7]]","[268, 5, 149]","[[4, 11], [6, 1], [5, 6]]","[243, 5, 124]","[[3, 10], [7, 2], [5, 6]]","[218, 30, 124]"
3_12_418,intermediate_case2,intermediate_case2/3_12_418.txt,3,A,"[[3, 10], [1, 11], [2, 11]]","[218, 240, 241]","[[6, 6], [8, 10], [1, 9]]","[125, 223, 192]","[[6, 9], [4, 10], [5, 10]]","[197, 219, 220]","[[4, 10], [2, 11], [3, 11]]","[219, 241, 242]"
3_12_419,intermediate_case2,intermediate_case2/3_12_419.txt,3,C,"[[2, 10], [6, 6], [10, 12]]","[217, 125, 273]","[[2, 10], [3, 9], [5, 10]]","[217, 194, 220]","[[5, 12], [5, 8], [5, 10]]","[268, 172, 220]","[[4, 11], [5, 7], [5, 9]]","[243, 148, 196]"
3_12_42,intermediate_case2,intermediate_case2/3_12_42.txt,3,B,"[[12, 7], [9, 7], [6, 6]]","[155, 152, 125]","[[11, 9], [6, 9], [9, 9]]","[202, 197, 200]","[[12, 10], [6, 6], [9, 8]]","[227, 125, 176]","[[10, 10], [6, 8], [8, 9]]","[225, 173, 199]"
3_12_421,intermediate_case2,intermediate_case2/3_12_421.txt,3,C,"[[6, 6], [2, 12], [5, 8]]","[125, 265, 172]","[[4, 3], [2, 9], [3, 6]]","[51, 193, 122]","[[3, 3], [1, 12], [2, 8]]","[50, 264, 169]","[[3, 4], [1, 12], [2, 9]]","[74, 264, 193]"
3_12_422,intermediate_case2,intermediate_case2/3_12_422.txt,3,C,"[[2, 5], [6, 6], [11, 12]]","[97, 125, 274]","[[2, 1], [3, 2], [6, 7]]","[1, 26, 149]","[[2, 2], [5, 3], [3, 3]]","[25, 52, 50]","[[1, 1], [4, 2], [2, 3]]","[0, 27, 49]"
3_12_423,intermediate_case2,intermediate_case2/3_12_423.txt,3,C,"[[11, 12], [9, 11], [6, 6]]","[274, 248, 125]","[[12, 11], [9, 11], [11, 11]]","[251, 248, 250]","[[12, 8], [10, 11], [11, 10]]","[179, 249, 226]","[[11, 9], [10, 12], [11, 11]]","[202, 273, 250]"
3_12_424,intermediate_case2,intermediate_case2/3_12_424.txt,3,C,"[[6, 6], [7, 11], [12, 7]]","[125, 246, 155]","[[7, 6], [9, 9], [8, 8]]","[126, 200, 175]","[[4, 9], [5, 12], [5, 11]]","[195, 268, 244]","[[5, 8], [6, 11], [6, 10]]","[172, 245, 221]"
3_12_425,intermediate_case2,intermediate_case2/3_12_425.txt,3,B,"[[7, 12], [6, 6], [11, 9]]","[270, 125, 202]","[[3, 10], [6, 6], [5, 8]]","[218, 125, 172]","[[5, 11], [6, 8], [6, 10]]","[244, 173, 221]","[[4, 11], [6, 7], [5, 9]]","[243, 149, 196]"
3_12_426,intermediate_case2,intermediate_case2/3_12_426.txt,3,A,"[[8, 11], [9, 1], [9, 6]]","[247, 8, 128]","[[6, 9], [10, 6], [6, 6]]","[197, 129, 125]","[[7, 11], [7, 4], [7, 8]]","[246, 78, 174]","[[8, 10], [8, 1], [8, 6]]","[223, 7, 127]"
3_12_428,intermediate_case2,intermediate_case2/3_12_428.txt,3,D,"[[5, 6], [6, 6], [3, 2]]","[124, 125, 26]","[[2, 4], [4, 7], [3, 6]]","[73, 147, 122]","[[4, 5], [2, 8], [3, 7]]","[99, 169, 146]","[[3, 4], [3, 9], [3, 7]]","[74, 194, 146]"
3_12_429,intermediate_case2,intermediate_case2/3_12_429.txt,3,C,"[[8, 4], [4, 7], [6, 6]]","[79, 147, 125]","[[8, 4], [2, 7], [5, 6]]","[79, 145, 124]","[[3, 4], [3, 3], [3, 4]]","[74, 50, 74]","[[4, 3], [2, 4], [3, 4]]","[51, 73, 74]"
3_12_43,intermediate_case2,intermediate_case2/3_12_43.txt,3,A,"[[6, 6], [11, 11], [9, 9]]","[125, 250, 200]","[[6, 6], [9, 9], [9, 3]]","[125, 200, 56]","[[5, 5], [10, 11], [8, 8]]","[100, 249, 175]","[[6, 7], [11, 12], [9, 10]]","[149, 274, 224]"
3_12_430,intermediate_case2,intermediate_case2/3_12_430.txt,3,C,"[[6, 6], [2, 7], [11, 4]]","[125, 145, 82]","[[3, 4], [1, 3], [6, 4]]","[74, 48, 77]","[[3, 1], [2, 3], [3, 2]]","[2, 49, 26]","[[2, 1], [1, 3], [2, 2]]","[1, 48, 25]"
3_12_431,intermediate_case2,intermediate_case2/3_12_431.txt,3,A,"[[5, 10], [2, 4], [4, 7]]","[220, 73, 147]","[[7, 7], [6, 6], [7, 6]]","[150, 125, 126]","[[4, 7], [5, 5], [5, 6]]","[147, 100, 124]","[[6, 9], [3, 3], [5, 6]]","[197, 50, 124]"
3_12_432,intermediate_case2,intermediate_case2/3_12_432.txt,3,C,"[[7, 7], [10, 10], [6, 6]]","[150, 225, 125]","[[6, 6], [9, 7], [8, 7]]","[125, 152, 151]","[[9, 4], [9, 7], [9, 6]]","[80, 152, 128]","[[8, 5], [10, 6], [9, 6]]","[103, 129, 128]"
3_12_433,intermediate_case2,intermediate_case2/3_12_433.txt,3,C,"[[6, 6], [6, 11], [7, 12]]","[125, 245, 270]","[[7, 7], [7, 10], [7, 9]]","[150, 222, 198]","[[7, 7], [8, 11], [8, 9]]","[150, 247, 199]","[[7, 8], [7, 11], [7, 10]]","[174, 246, 222]"
3_12_434,intermediate_case2,intermediate_case2/3_12_434.txt,3,D,"[[1, 11], [6, 6], [6, 3]]","[240, 125, 53]","[[2, 8], [1, 6], [2, 7]]","[169, 120, 145]","[[1, 11], [3, 6], [2, 9]]","[240, 122, 193]","[[2, 10], [4, 5], [3, 8]]","[217, 99, 170]"
3_12_435,intermediate_case2,intermediate_case2/3_12_435.txt,3,C,"[[10, 4], [8, 11], [6, 6]]","[81, 247, 125]","[[10, 3], [9, 10], [10, 7]]","[57, 224, 153]","[[11, 3], [8, 12], [10, 8]]","[58, 271, 177]","[[12, 4], [8, 11], [11, 8]]","[83, 247, 178]"
3_12_436,intermediate_case2,intermediate_case2/3_12_436.txt,3,C,"[[6, 6], [4, 1], [8, 7]]","[125, 3, 151]","[[6, 6], [4, 1], [5, 4]]","[125, 3, 76]","[[5, 6], [2, 3], [3, 5]]","[124, 49, 98]","[[4, 5], [1, 2], [2, 4]]","[99, 24, 73]"
3_12_437,intermediate_case2,intermediate_case2/3_12_437.txt,3,B,"[[8, 11], [6, 6], [5, 4]]","[247, 125, 76]","[[6, 12], [6, 2], [6, 8]]","[269, 29, 173]","[[7, 11], [9, 5], [8, 8]]","[246, 104, 175]","[[7, 12], [7, 2], [7, 7]]","[270, 30, 150]"
3_12_438,intermediate_case2,intermediate_case2/3_12_438.txt,3,B,"[[7, 6], [5, 12], [6, 6]]","[126, 268, 125]","[[6, 8], [2, 9], [4, 9]]","[173, 193, 195]","[[8, 9], [3, 10], [6, 10]]","[199, 218, 221]","[[7, 7], [1, 10], [4, 9]]","[150, 216, 195]"
3_12_439,intermediate_case2,intermediate_case2/3_12_439.txt,3,B,"[[6, 6], [1, 8], [7, 11]]","[125, 168, 246]","[[8, 6], [1, 8], [4, 7]]","[127, 168, 147]","[[4, 7], [2, 7], [3, 7]]","[147, 145, 146]","[[7, 7], [1, 8], [4, 8]]","[150, 168, 171]"
3_12_44,intermediate_case2,intermediate_case2/3_12_44.txt,3,A,"[[8, 8], [5, 6], [7, 7]]","[175, 124, 150]","[[12, 8], [6, 6], [5, 4]]","[179, 125, 76]","[[9, 7], [5, 7], [7, 7]]","[152, 148, 150]","[[7, 9], [5, 5], [6, 7]]","[198, 100, 149]"
3_12_441,intermediate_case2,intermediate_case2/3_12_441.txt,3,B,"[[6, 4], [3, 6], [6, 6]]","[77, 122, 125]","[[5, 1], [3, 5], [4, 3]]","[4, 98, 51]","[[6, 3], [2, 5], [4, 4]]","[53, 97, 75]","[[5, 1], [2, 5], [4, 3]]","[4, 97, 51]"
3_12_443,intermediate_case2,intermediate_case2/3_12_443.txt,3,C,"[[6, 1], [6, 6], [4, 1]]","[5, 125, 3]","[[6, 2], [6, 5], [6, 4]]","[29, 101, 77]","[[6, 1], [6, 6], [6, 3]]","[5, 125, 53]","[[5, 1], [7, 6], [6, 3]]","[4, 126, 53]"
3_12_444,intermediate_case2,intermediate_case2/3_12_444.txt,3,B,"[[5, 3], [10, 10], [6, 6]]","[52, 225, 125]","[[1, 5], [9, 10], [5, 8]]","[96, 224, 172]","[[1, 5], [10, 11], [6, 8]]","[96, 249, 173]","[[1, 4], [8, 11], [5, 8]]","[72, 247, 172]"
3_12_446,intermediate_case2,intermediate_case2/3_12_446.txt,3,A,"[[1, 12], [9, 1], [5, 7]]","[264, 8, 148]","[[2, 12], [6, 6], [8, 12]]","[265, 125, 271]","[[1, 12], [10, 3], [6, 8]]","[264, 57, 173]","[[1, 11], [8, 1], [5, 6]]","[240, 7, 124]"
3_12_447,intermediate_case2,intermediate_case2/3_12_447.txt,3,C,"[[3, 12], [9, 8], [6, 6]]","[266, 176, 125]","[[4, 11], [6, 7], [5, 9]]","[243, 149, 196]","[[5, 11], [2, 4], [4, 8]]","[244, 73, 171]","[[4, 12], [3, 5], [4, 9]]","[267, 98, 195]"
3_12_448,intermediate_case2,intermediate_case2/3_12_448.txt,3,A,"[[9, 3], [11, 7], [10, 5]]","[56, 154, 105]","[[6, 6], [12, 5], [1, 12]]","[125, 107, 264]","[[7, 3], [12, 4], [6, 7]]","[54, 83, 149]","[[9, 2], [12, 6], [10, 4]]","[32, 131, 81]"
3_12_449,intermediate_case2,intermediate_case2/3_12_449.txt,3,B,"[[5, 6], [6, 6], [4, 11]]","[124, 125, 243]","[[2, 5], [7, 4], [5, 5]]","[97, 78, 100]","[[2, 6], [7, 3], [5, 6]]","[121, 54, 124]","[[2, 4], [6, 4], [4, 4]]","[73, 77, 75]"
3_12_451,intermediate_case2,intermediate_case2/3_12_451.txt,3,C,"[[6, 6], [3, 3], [1, 4]]","[125, 50, 72]","[[8, 5], [3, 3], [6, 4]]","[103, 50, 77]","[[7, 3], [3, 1], [5, 2]]","[54, 2, 28]","[[7, 2], [2, 1], [4, 2]]","[30, 1, 27]"
3_12_452,intermediate_case2,intermediate_case2/3_12_452.txt,3,C,"[[9, 5], [6, 6], [8, 7]]","[104, 125, 151]","[[8, 4], [7, 6], [8, 5]]","[79, 126, 103]","[[8, 7], [9, 4], [9, 6]]","[151, 80, 128]","[[8, 8], [8, 4], [8, 6]]","[175, 79, 127]"
3_12_453,intermediate_case2,intermediate_case2/3_12_453.txt,3,A,"[[9, 9], [9, 5], [9, 7]]","[200, 104, 152]","[[11, 9], [3, 3], [6, 6]]","[202, 50, 125]","[[10, 9], [4, 4], [7, 7]]","[201, 75, 150]","[[10, 8], [8, 4], [9, 6]]","[177, 79, 128]"
3_12_454,intermediate_case2,intermediate_case2/3_12_454.txt,3,D,"[[6, 6], [1, 11], [2, 6]]","[125, 240, 121]","[[8, 7], [1, 12], [5, 10]]","[151, 264, 220]","[[6, 8], [2, 11], [4, 10]]","[173, 241, 219]","[[5, 9], [3, 11], [4, 10]]","[196, 242, 219]"
3_12_455,intermediate_case2,intermediate_case2/3_12_455.txt,3,B,"[[11, 1], [6, 6], [12, 9]]","[10, 125, 203]","[[11, 1], [7, 10], [9, 6]]","[10, 222, 128]","[[12, 5], [6, 9], [9, 7]]","[107, 197, 152]","[[12, 1], [6, 9], [10, 5]]","[11, 197, 105]"
3_12_456,intermediate_case2,intermediate_case2/3_12_456.txt,3,B,"[[4, 7], [3, 6], [6, 6]]","[147, 122, 125]","[[6, 6], [6, 5], [6, 6]]","[125, 101, 125]","[[9, 7], [5, 8], [7, 8]]","[152, 172, 174]","[[7, 6], [5, 6], [6, 6]]","[126, 124, 125]"
3_12_457,intermediate_case2,intermediate_case2/3_12_457.txt,3,C,"[[6, 6], [9, 3], [1, 10]]","[125, 56, 216]","[[8, 5], [10, 3], [6, 5]]","[103, 57, 101]","[[12, 5], [12, 5], [11, 5]]","[107, 107, 106]","[[11, 6], [11, 5], [10, 6]]","[130, 106, 129]"
3_12_458,intermediate_case2,intermediate_case2/3_12_458.txt,3,A,"[[2, 12], [9, 5], [6, 9]]","[265, 104, 197]","[[1, 10], [6, 6], [11, 9]]","[216, 125, 202]","[[1, 11], [7, 4], [6, 8]]","[240, 78, 173]","[[1, 12], [8, 6], [5, 9]]","[264, 127, 196]"
3_12_459,intermediate_case2,intermediate_case2/3_12_459.txt,3,B,"[[9, 5], [7, 7], [6, 6]]","[104, 150, 125]","[[12, 3], [6, 12], [10, 8]]","[59, 269, 177]","[[12, 5], [7, 12], [10, 9]]","[107, 270, 201]","[[12, 3], [5, 12], [9, 8]]","[59, 268, 176]"
3_12_460,intermediate_case2,intermediate_case2/3_12_460.txt,3,C,"[[6, 6], [1, 6], [3, 7]]","[125, 120, 146]","[[5, 3], [1, 3], [3, 3]]","[52, 48, 50]","[[7, 3], [2, 2], [5, 3]]","[54, 25, 52]","[[7, 2], [2, 3], [4, 3]]","[30, 49, 51]"
3_12_462,intermediate_case2,intermediate_case2/3_12_462.txt,3,B,"[[5, 9], [6, 11], [6, 6]]","[196, 245, 125]","[[6, 8], [1, 12], [4, 10]]","[173, 264, 219]","[[4, 10], [4, 12], [4, 11]]","[219, 267, 243]","[[6, 9], [2, 12], [4, 11]]","[197, 265, 243]"
3_12_463,intermediate_case2,intermediate_case2/3_12_463.txt,3,A,"[[10, 1], [10, 7], [10, 4]]","[9, 153, 81]","[[6, 6], [7, 8], [2, 11]]","[125, 174, 241]","[[8, 4], [12, 6], [7, 6]]","[79, 131, 126]","[[10, 1], [11, 6], [11, 4]]","[9, 130, 82]"
3_12_464,intermediate_case2,intermediate_case2/3_12_464.txt,3,A,"[[10, 4], [8, 5], [9, 5]]","[81, 103, 104]","[[7, 1], [6, 6], [7, 5]]","[6, 125, 102]","[[8, 3], [7, 5], [8, 4]]","[55, 102, 79]","[[9, 3], [9, 4], [9, 4]]","[56, 80, 80]"
3_12_465,intermediate_case2,intermediate_case2/3_12_465.txt,3,B,"[[11, 10], [7, 10], [6, 6]]","[226, 222, 125]","[[11, 10], [5, 12], [8, 11]]","[226, 268, 247]","[[12, 12], [6, 10], [9, 11]]","[275, 221, 248]","[[10, 9], [6, 11], [8, 10]]","[201, 245, 223]"
3_12_466,intermediate_case2,intermediate_case2/3_12_466.txt,3,B,"[[6, 6], [12, 8], [7, 11]]","[125, 179, 246]","[[8, 5], [7, 10], [8, 8]]","[103, 222, 175]","[[5, 6], [10, 10], [8, 8]]","[124, 225, 175]","[[7, 5], [6, 10], [7, 8]]","[102, 221, 174]"
3_12_467,intermediate_case2,intermediate_case2/3_12_467.txt,3,C,"[[12, 9], [6, 6], [9, 7]]","[203, 125, 152]","[[10, 5], [6, 7], [8, 6]]","[105, 149, 127]","[[11, 3], [6, 6], [9, 5]]","[58, 125, 104]","[[10, 2], [5, 6], [8, 4]]","[33, 124, 79]"
3_12_468,intermediate_case2,intermediate_case2/3_12_468.txt,3,C,"[[9, 6], [11, 8], [6, 6]]","[128, 178, 125]","[[8, 3], [12, 8], [11, 6]]","[55, 179, 130]","[[9, 4], [11, 11], [10, 8]]","[80, 250, 177]","[[10, 3], [11, 10], [11, 7]]","[57, 226, 154]"
3_12_469,intermediate_case2,intermediate_case2/3_12_469.txt,3,B,"[[6, 6], [7, 3], [4, 3]]","[125, 54, 51]","[[4, 10], [4, 8], [4, 9]]","[219, 171, 195]","[[3, 8], [6, 5], [5, 7]]","[170, 101, 148]","[[3, 9], [4, 7], [4, 8]]","[194, 147, 171]"
3_12_47,intermediate_case2,intermediate_case2/3_12_47.txt,3,B,"[[5, 3], [6, 6], [9, 11]]","[52, 125, 248]","[[4, 3], [7, 10], [6, 7]]","[51, 222, 149]","[[4, 2], [8, 7], [6, 6]]","[27, 151, 125]","[[3, 2], [6, 9], [5, 6]]","[26, 197, 124]"
3_12_470,intermediate_case2,intermediate_case2/3_12_470.txt,3,A,"[[1, 4], [5, 5], [3, 5]]","[72, 100, 98]","[[2, 3], [6, 6], [11, 9]]","[49, 125, 202]","[[2, 3], [7, 6], [6, 5]]","[49, 126, 101]","[[2, 4], [6, 5], [4, 5]]","[73, 101, 99]"
3_12_471,intermediate_case2,intermediate_case2/3_12_471.txt,3,D,"[[6, 2], [4, 4], [6, 6]]","[29, 75, 125]","[[10, 5], [6, 5], [8, 5]]","[105, 101, 103]","[[11, 4], [4, 9], [8, 7]]","[82, 195, 151]","[[10, 4], [5, 8], [8, 6]]","[81, 172, 127]"
3_12_472,intermediate_case2,intermediate_case2/3_12_472.txt,3,D,"[[6, 6], [9, 2], [1, 7]]","[125, 32, 144]","[[6, 6], [7, 1], [6, 3]]","[125, 6, 53]","[[4, 6], [8, 2], [6, 4]]","[123, 31, 77]","[[5, 5], [8, 3], [7, 4]]","[100, 55, 78]"
3_12_473,intermediate_case2,intermediate_case2/3_12_473.txt,3,A,"[[6, 12], [7, 8], [7, 10]]","[269, 174, 222]","[[4, 7], [6, 6], [12, 4]]","[147, 125, 83]","[[5, 9], [4, 8], [7, 9]]","[196, 171, 198]","[[5, 11], [6, 8], [6, 10]]","[244, 173, 221]"
3_12_474,intermediate_case2,intermediate_case2/3_12_474.txt,3,A,"[[2, 8], [6, 7], [4, 8]]","[169, 149, 171]","[[2, 11], [6, 5], [6, 6]]","[241, 101, 125]","[[2, 9], [4, 6], [3, 8]]","[193, 123, 170]","[[3, 8], [6, 6], [5, 7]]","[170, 125, 148]"
3_12_475,intermediate_case2,intermediate_case2/3_12_475.txt,3,A,"[[6, 6], [1, 5], [3, 6]]","[125, 96, 122]","[[6, 6], [2, 6], [6, 5]]","[125, 121, 101]","[[5, 7], [1, 5], [3, 6]]","[148, 96, 122]","[[5, 7], [1, 4], [3, 6]]","[148, 72, 122]"
3_12_477,intermediate_case2,intermediate_case2/3_12_477.txt,3,C,"[[6, 11], [1, 9], [6, 6]]","[245, 192, 125]","[[4, 12], [3, 10], [4, 11]]","[267, 218, 243]","[[1, 12], [1, 10], [1, 12]]","[264, 216, 264]","[[2, 12], [2, 10], [2, 12]]","[265, 217, 265]"
3_12_479,intermediate_case2,intermediate_case2/3_12_479.txt,3,A,"[[11, 11], [2, 6], [7, 9]]","[250, 121, 198]","[[10, 12], [6, 6], [1, 10]]","[273, 125, 216]","[[11, 12], [4, 6], [6, 9]]","[274, 123, 197]","[[10, 12], [2, 5], [6, 9]]","[273, 97, 197]"
3_12_48,intermediate_case2,intermediate_case2/3_12_48.txt,3,A,"[[9, 4], [6, 10], [8, 7]]","[80, 221, 151]","[[7, 4], [4, 8], [6, 6]]","[78, 171, 125]","[[5, 3], [5, 10], [5, 7]]","[52, 220, 148]","[[8, 4], [5, 10], [7, 7]]","[79, 220, 150]"
3_12_480,intermediate_case2,intermediate_case2/3_12_480.txt,3,A,"[[3, 2], [12, 10], [8, 6]]","[26, 227, 127]","[[3, 2], [11, 11], [6, 6]]","[26, 250, 125]","[[2, 1], [12, 12], [7, 7]]","[1, 275, 150]","[[2, 3], [11, 10], [7, 7]]","[49, 226, 150]"
3_12_481,intermediate_case2,intermediate_case2/3_12_481.txt,3,D,"[[6, 6], [8, 9], [2, 10]]","[125, 199, 217]","[[8, 5], [4, 6], [6, 6]]","[103, 123, 125]","[[10, 2], [3, 5], [7, 4]]","[33, 98, 78]","[[9, 2], [2, 4], [6, 3]]","[32, 73, 53]"
3_12_482,intermediate_case2,intermediate_case2/3_12_482.txt,3,C,"[[10, 10], [6, 6], [1, 7]]","[225, 125, 144]","[[12, 9], [8, 6], [6, 8]]","[203, 127, 173]","[[11, 8], [8, 6], [10, 7]]","[178, 127, 153]","[[11, 7], [9, 7], [10, 7]]","[154, 152, 153]"
3_12_483,intermediate_case2,intermediate_case2/3_12_483.txt,3,B,"[[2, 11], [11, 3], [6, 6]]","[241, 58, 125]","[[1, 10], [9, 5], [5, 8]]","[216, 104, 172]","[[1, 12], [10, 4], [6, 9]]","[264, 81, 197]","[[1, 10], [8, 6], [5, 8]]","[216, 127, 172]"
3_12_484,intermediate_case2,intermediate_case2/3_12_484.txt,3,B,"[[6, 6], [12, 10], [8, 8]]","[125, 227, 175]","[[8, 5], [10, 10], [9, 8]]","[103, 225, 176]","[[6, 8], [10, 7], [8, 8]]","[173, 153, 175]","[[9, 6], [9, 9], [9, 8]]","[128, 200, 176]"
3_12_486,intermediate_case2,intermediate_case2/3_12_486.txt,3,B,"[[7, 9], [12, 6], [6, 6]]","[198, 131, 125]","[[11, 9], [12, 1], [12, 5]]","[202, 11, 107]","[[8, 9], [11, 4], [10, 7]]","[199, 82, 153]","[[10, 10], [11, 1], [11, 6]]","[225, 10, 130]"
